Row-names,Symbol,logFC,adj-P-Val,data
ENSG00000149177,PTPRJ,0.227911526,0.801645048, 
ENSG00000149179,C11orf49,-0.837465638,0.630177114, 
ENSG00000149182,ARFGAP2,-0.117438218,0.981154576, 
ENSG00000149187,CELF1,-0.229519834,0.87552263, 
ENSG00000149201,CCDC81,-0.324059597,0.922349153, 
ENSG00000149212,SESN3,0.003731602,1, 
ENSG00000149218,ENDOD1,0.581512359,0.720400246, 
ENSG00000149231,CCDC82,0.555618283,0.679936094, 
ENSG00000149243,KLHL35,0.161089178,1, 
ENSG00000149256,TENM4,-1.345926509,0.686393164, 
ENSG00000149257,SERPINH1,-1.647101232,0.19002302, 
ENSG00000149260,CAPN5,-2.343198623,0.296830391, 
ENSG00000149262,INTS4 ENSG00000149262,-0.757547703,0.590459011, 
ENSG00000149269,PAK1,-0.113887483,0.998307453, 
ENSG00000149273,RPS3,-0.37571598,0.642193227, 
ENSG00000149289,ZC3H12C,-0.274307028,0.884371354, 
ENSG00000149292,TTC12,-0.247430582,0.981387818, 
ENSG00000149294,NCAM1,-1.40047998,0.715205343, 
ENSG00000149295,DRD2,-1.349028583,0.557231712, 
ENSG00000149300,C11orf52,0,1, 
ENSG00000149305,HTR3B,-1.084326914,0.613165145, 
ENSG00000149308,NPAT,0.310616667,0.802399854, 
ENSG00000149311,ATM,-0.206568613,0.860961414, 
ENSG00000149313,AASDHPPT,0.293191171,0.966948365, 
ENSG00000149328,GLB1L2,-1.492856217,0.484723793, 
ENSG00000149346,SLX4IP,0.133465047,1, 
ENSG00000149357,LAMTOR1,0.405487769,0.635653903, 
ENSG00000149380,P4HA3,0.057653232,1, 
ENSG00000149403,GRIK4,-1.009126211,0.686393164, 
ENSG00000149418,ST14,-0.74926108,0.730831541, 
ENSG00000149435,GGTLC1,-0.437748617,0.677708038, 
ENSG00000149451,ADAM33,-1.699945169,0.643547487, 
ENSG00000149452,SLC22A8,-3.56189356,0.050574417, 
ENSG00000149480,MTA2,-0.174990289,0.931623145, 
ENSG00000149483,TMEM138,-0.838990384,0.455168955, 
ENSG00000149485,FADS1,-1.705073679,0.559531466, 
ENSG00000149488,TMC2,-1.301783434,0.383145551, 
ENSG00000149489,ROM1,-1.677929209,0.305772359, 
ENSG00000149499,EML3,-0.228681483,0.97662092, 
ENSG00000149503,INCENP,-0.607438215,0.565238136, 
ENSG00000149506,ZP1,-2.482699636,0.182833216, 
ENSG00000149516,MS4A3,-0.492856051,0.879469497, 
ENSG00000149532,CPSF7,-0.799165421,0.384895899, 
ENSG00000149534,MS4A2,-0.011725463,1, 
ENSG00000149541,B3GAT3,-0.563878791,0.846288538, 
ENSG00000149547,EI24,-0.692224423,0.8330404, 
ENSG00000149548,CCDC15 ENSG00000149548,-0.314881909,0.974658294, 
ENSG00000149554,CHEK1,-1.183638565,0.713676467, 
ENSG00000149557,FEZ1,0.362159411,0.844969556, 
ENSG00000149564,ESAM,0.461876396,0.888053287, 
ENSG00000149571,KIRREL3,-0.753229891,0.788554441, 
ENSG00000149573,MPZL2,-2.076069157,0.63969964, 
ENSG00000149575,SCN2B,-2.413413607,0.065338755, 
ENSG00000149577,SIDT2,-0.149754316,0.984608961, 
ENSG00000149582,TMEM25,-1.970690861,0.428700627, 
ENSG00000149591,TAGLN,-1.139750715,0.423976628, 
ENSG00000149596,JPH2,-1.892316563,0.465910646, 
ENSG00000149599,DUSP15,-2.904230636,0.113809465, 
ENSG00000149600,COMMD7,0.302111661,0.730831541, 
ENSG00000149633,KIAA1755,-3.288738125,0.024803858, 
ENSG00000149634,SPATA25,0,1, 
ENSG00000149635,OCSTAMP,-1.805283815,0.52861496, 
ENSG00000149636,DSN1 ENSG00000149636,0.59297714,0.822316157, 
ENSG00000149639,SOGA1 ENSG00000149639,-0.671408762,0.665684127, 
ENSG00000149646,CNBD2,-1.673826576,0.646414373, 
ENSG00000149654,CDH22,-1.186974792,0.660826226, 
ENSG00000149656,LINC00266-1,0.394231295,0.774143129, 
ENSG00000149657,LSM14B,-0.122849481,1, 
ENSG00000149658,YTHDF1,0.094111412,1, 
ENSG00000149679,CABLES2,-0.248862311,0.98650888, 
ENSG00000149735,GPHA2,-1.78736656,0.360972232, 
ENSG00000149742,SLC22A9,0.619203424,0.760941383, 
ENSG00000149743,TRPT1,-2.549279213,0.225308836, 
ENSG00000149761,NUDT22,-0.416407956,0.910917098, 
ENSG00000149781,FERMT3,0.206171121,0.79552937, 
ENSG00000149782,PLCB3,-0.865161415,0.747055764, 
ENSG00000149792,MRPL49,-0.712806011,0.770897865, 
ENSG00000149798,CDC42EP2,-1.210341367,0.632244945, 
ENSG00000149806,FAU,-0.193361486,0.889900476, 
ENSG00000149809,TM7SF2,-2.033412632,0.339900547, 
ENSG00000149823,VPS51,-0.624607269,0.494781217, 
ENSG00000149922,TBX6,-2.707749692,0.098155772, 
ENSG00000149923,PPP4C,-0.015550362,1, 
ENSG00000149925,ALDOA,0.022011368,1, 
ENSG00000149927,DOC2A,-3.110440415,0.03324378, 
ENSG00000149929,HIRIP3,-1.029264134,0.44742671, 
ENSG00000149930,TAOK2,-0.590319991,0.648045884, 
ENSG00000149932,TMEM219,0.157397901,0.966948365, 
ENSG00000149948,HMGA2,-0.004078036,1, 
ENSG00000149970,CNKSR2,-0.456980271,0.88396992, 
ENSG00000149972,CNTN5,-0.465865472,0.936533024, 
ENSG00000150045,KLRF1,0.295576271,0.950490951, 
ENSG00000150048,CLEC1A,-0.021370724,1, 
ENSG00000150051,MKX,-0.589425618,0.91433963, 
ENSG00000150054,MPP7,0.256742112,0.886610548, 
ENSG00000150093,ITGB1,0.330739718,0.68906542, 
ENSG00000150201,FXYD4,-0.51532279,0.842482412, 
ENSG00000150244,TRIM48,0,1, 
ENSG00000150269,OR5M9 ENSG00000150269,-0.220988337,0.768185457, 
ENSG00000150275,PCDH15,-1.035709958,0.413828152, 
ENSG00000150281,CTF1,-3.973219063,0.028767079, 
ENSG00000150316,CWC15,0.030044008,1, 
ENSG00000150337,FCGR1A ENSG00000150337,0.53443742,0.957099368, 
ENSG00000150347,ARID5B,-0.511657237,0.643018949, 
ENSG00000150361,KLHL1,-0.138345833,0.993185492, 
ENSG00000150394,CDH8,-0.476383856,0.805704739, 
ENSG00000150401,DCUN1D2,1.378872892,0.669986954, 
ENSG00000150403,TMCO3,0.208912719,0.934374216, 
ENSG00000150433,TMEM218 ENSG00000150433,-0.815700616,0.828875922, 
ENSG00000150455,TIRAP,-1.321050641,0.768687953, 
ENSG00000150457,LATS2,-0.156242962,0.988995648, 
ENSG00000150459,SAP18,0.031121397,1, 
ENSG00000150477,KIAA1328,0.51706691,0.895588373, 
ENSG00000150510,FAM124A,0.177173331,1, 
ENSG00000150540,HNMT,0.671308107,0.671363339, 
ENSG00000150551,LYPD1,-0.910392093,0.772722951, 
ENSG00000150556,LYPD6B,-0.71682257,0.888021908, 
ENSG00000150593,PDCD4,-0.272990972,0.750493244, 
ENSG00000150594,ADRA2A,-1.78936914,0.05307568, 
ENSG00000150625,GPM6A,-1.005135601,0.702458389, 
ENSG00000150627,WDR17,1.679958927,0.514122467, 
ENSG00000150630,VEGFC,-0.549351355,0.766539693, 
ENSG00000150636,CCDC102B,-0.596528665,0.917411976, 
ENSG00000150637,CD226,0.537420619,0.657576016, 
ENSG00000150656,CNDP1,-0.838200304,0.813700352, 
ENSG00000150667,FSIP1,1.898418278,0.395250043, 
ENSG00000150672,DLG2,-0.472718934,0.883925004, 
ENSG00000150676,CCDC83,-1.01479804,0.688319501, 
ENSG00000150681,RGS18 ENSG00000150681,0.524374854,0.76509568, 
ENSG00000150687,PRSS23,-0.696929539,0.709447052, 
ENSG00000150712,MTMR12,0.29453365,0.80893093, 
ENSG00000150722,PPP1R1C,0.011880178,1, 
ENSG00000150750,C11orf53 ENSG00000150750,0.26435293,0.975031683, 
ENSG00000150753,CCT5,-0.417337389,0.717134538, 
ENSG00000150760,DOCK1,0.318825918,0.859241771, 
ENSG00000150764,DIXDC1,-1.650412692,0.510505937, 
ENSG00000150768,DLAT,-0.202487505,0.981468455, 
ENSG00000150773,PIH1D2,-0.100086315,1, 
ENSG00000150779,TIMM8B,-0.322221673,0.880075147, 
ENSG00000150782,IL18 ENSG00000150782,-0.874915521,0.780584511, 
ENSG00000150787,PTS,0.802367898,0.832080948, 
ENSG00000150867,PIP4K2A,0.265947964,0.705921782, 
ENSG00000150873,C2orf50,-2.519647034,0.013492865, 
ENSG00000150893,FREM2,-3.524373402,0.036308594, 
ENSG00000150907,FOXO1,-0.577327801,0.51566163, 
ENSG00000150961,SEC24D,-0.511262475,0.788504015, 
ENSG00000150967,ABCB9,-1.537054152,0.557554085, 
ENSG00000150977,RILPL2,0.15848282,0.952854302, 
ENSG00000150990,DHX37,-0.535168267,0.603756791, 
ENSG00000150991,UBC,-0.070294941,0.996225639, 
ENSG00000150995,ITPR1,0.399987556,0.648045884, 
ENSG00000151005,TKTL2,0,1, 
ENSG00000151012,SLC7A11,-0.290391178,0.970839852, 
ENSG00000151023,ENKUR,0.533134785,0.787802729, 
ENSG00000151025,GPR158 ENSG00000151025,-0.219721451,1, 
ENSG00000151079,KCNA6,0,1, 
ENSG00000151090,THRB,-0.433368514,0.901411345, 
ENSG00000151092,NGLY1,-0.110974812,1, 
ENSG00000151093,OXSM,0.822145373,0.69984156, 
ENSG00000151116,UEVLD,-0.07524246,1, 
ENSG00000151117,TMEM86A,-1.195917115,0.568056234, 
ENSG00000151131,C12orf45,-0.661577837,0.660360005, 
ENSG00000151136,BTBD11,-0.05975833,1, 
ENSG00000151148,UBE3B,-0.452818766,0.805193971, 
ENSG00000151150,ANK3,-0.114042708,0.998103114, 
ENSG00000151151,IPMK,-0.63031168,0.725194559, 
ENSG00000151164,RAD9B,2.754509171,0.254116665, 
ENSG00000151176,PLBD2,0.669743088,0.829641291, 
ENSG00000151224,MAT1A,-0.859058268,0.797632103, 
ENSG00000151229,SLC2A13,-0.933882038,0.787439688, 
ENSG00000151233,GXYLT1,-0.715986653,0.650127696, 
ENSG00000151239,TWF1,-0.359740343,0.865313673, 
ENSG00000151240,DIP2C,-0.789924665,0.605602219, 
ENSG00000151247,EIF4E,0.199687044,0.944283179, 
ENSG00000151287,TEX30,0.137094713,1, 
ENSG00000151292,CSNK1G3,-0.004558516,1, 
ENSG00000151304,SRFBP1,-0.11706422,1, 
ENSG00000151320,AKAP6,0.444622046,0.949854601, 
ENSG00000151322,NPAS3,0.013234251,1, 
ENSG00000151327,FAM177A1,-0.020256373,1, 
ENSG00000151332,MBIP,-0.888625005,0.622897265, 
ENSG00000151338,MIPOL1,-0.730651328,0.829309535, 
ENSG00000151348,EXT2,0.912015984,0.637245451, 
ENSG00000151353,TMEM18,-1.28902406,0.308447252, 
ENSG00000151360,ALLC,0,1, 
ENSG00000151364,KCTD14,0.563245185,0.766539693, 
ENSG00000151366,NDUFC2,-2.077812311,0.374526275, 
ENSG00000151376,ME3,-1.172806449,0.823392183, 
ENSG00000151379,MSGN1,-1.285064136,0.504979335, 
ENSG00000151413,NUBPL,-1.355137303,0.694656526, 
ENSG00000151414,NEK7,0.151908399,0.880006203, 
ENSG00000151422,FER,0.445607205,0.704466971, 
ENSG00000151445,VIPAS39,0.129541481,1, 
ENSG00000151458,ANKRD50,-0.652547444,0.666263212, 
ENSG00000151461,UPF2,0.220534253,0.807398947, 
ENSG00000151465,CDC123,0.164529267,0.876674664, 
ENSG00000151466,SCLT1,0.492643522,0.577580129, 
ENSG00000151468,CCDC3,-0.163341945,1, 
ENSG00000151470,C4orf33,0.354670545,0.973517291, 
ENSG00000151474,FRMD4A,-1.652323264,0.317690045, 
ENSG00000151490,PTPRO,0.669809927,0.768185457, 
ENSG00000151491,EPS8,-0.345815607,0.883156143, 
ENSG00000151498,ACAD8,-0.2446111,1, 
ENSG00000151500,THYN1,0.276869943,0.988341625, 
ENSG00000151502,VPS26B,0.352553091,0.712820404, 
ENSG00000151503,NCAPD3,-0.052973289,1, 
ENSG00000151532,VTI1A,-0.359815512,0.692674978, 
ENSG00000151552,QDPR,-0.595610932,0.758052501, 
ENSG00000151553,FAM160B1,-0.402872233,0.757304723, 
ENSG00000151575,TEX9,0.072103311,1, 
ENSG00000151577,DRD3,-1.117899893,0.80893093, 
ENSG00000151611,MMAA,-0.124952158,1, 
ENSG00000151612,ZNF827,-0.111059396,1, 
ENSG00000151615,POU4F2,-2.988104545,0.104811313, 
ENSG00000151617,EDNRA,-1.074215482,0.737764145, 
ENSG00000151623,NR3C2,0.12136085,1, 
ENSG00000151631,AKR1C6P,0,1, 
ENSG00000151632,AKR1C2,-1.339644095,0.57397069, 
ENSG00000151640,DPYSL4,-3.284708576,0.011509673, 
ENSG00000151650,VENTX,-1.577598566,0.351636252, 
ENSG00000151651,ADAM8,-0.281716124,0.934089294, 
ENSG00000151655,ITIH2,-0.665231061,0.908388125, 
ENSG00000151657,KIN,-0.103920397,1, 
ENSG00000151665,PIGF,0.161064702,1, 
ENSG00000151687,ANKAR,-0.371515688,0.953850059, 
ENSG00000151689,INPP1,0.210783823,1, 
ENSG00000151690,MFSD6,-0.044392895,1, 
ENSG00000151692,RNF144A,0.297894406,0.767874229, 
ENSG00000151693,ASAP2,0.210161121,0.893766485, 
ENSG00000151694,ADAM17,0.173181789,0.991619225, 
ENSG00000151702,FLI1,0.212916756,0.766802499, 
ENSG00000151704,KCNJ1,-1.045394234,0.675119609, 
ENSG00000151715,TMEM45B,-0.04727875,1, 
ENSG00000151718,WWC2,-0.693044628,0.713148099, 
ENSG00000151725,CENPU,0.975691833,0.430416479, 
ENSG00000151726,ACSL1,0.130545632,0.982528881, 
ENSG00000151729,SLC25A4,-0.731115044,0.860101935, 
ENSG00000151743,AMN1,0.186838284,0.966923423, 
ENSG00000151746,BICD1,0.197941958,0.923726799, 
ENSG00000151748,SAV1,0.039771964,1, 
ENSG00000151773,CCDC122,0.25765531,1, 
ENSG00000151778,SERP2,-1.509627943,0.496181974, 
ENSG00000151779,NBAS,0.132195605,0.958978013, 
ENSG00000151789,ZNF385D,0.823888288,0.48240754, 
ENSG00000151806,GUF1,0.738506658,0.83595369, 
ENSG00000151812,SLC35F4,0.013628578,1, 
ENSG00000151834,GABRA2,-2.390945369,0.222976628, 
ENSG00000151835,SACS,0.106920181,0.995488491, 
ENSG00000151838,CCDC175,0.772040945,0.751053622, 
ENSG00000151846,PABPC3,1.323614644,0.545570321, 
ENSG00000151849,CENPJ,-0.101541299,1, 
ENSG00000151876,FBXO4,-0.989893766,0.587247231, 
ENSG00000151882,CCL28,0.351994173,0.990447366, 
ENSG00000151883,PARP8,-0.311186179,0.675560505, 
ENSG00000151892,GFRA1,-0.409750087,0.980281091, 
ENSG00000151893,CACUL1,-0.791800465,0.386695365, 
ENSG00000151914,DST,0.248499848,0.887096924, 
ENSG00000151917,BEND6,1.300273335,0.690112653, 
ENSG00000151923,TIAL1,-0.05463183,1, 
ENSG00000151929,BAG3,-0.531554805,0.829064738, 
ENSG00000151948,GLT1D1,-0.022068873,1, 
ENSG00000151952,TMEM132D,-1.526749277,0.48377202, 
ENSG00000151967,SCHIP1,0.06509853,1, 
ENSG00000152034,MCHR2,-0.1652038,1, 
ENSG00000152049,KCNE4,-0.513810145,0.89394149, 
ENSG00000152056,AP1S3,-0.729178336,0.812909491, 
ENSG00000152061,RABGAP1L,0.493703278,0.521414075, 
ENSG00000152076,CCDC74B,-1.089771656,0.652855852, 
ENSG00000152082,MZT2B,-1.083905162,0.496458582, 
ENSG00000152086,TUBA3E,-1.027264697,0.739007019, 
ENSG00000152092,ASTN1,-1.806602497,0.496501805, 
ENSG00000152102,FAM168B,-0.082825681,1, 
ENSG00000152104,PTPN14,-1.299655271,0.712820404, 
ENSG00000152127,MGAT5,0.108622513,0.980523209, 
ENSG00000152128,TMEM163,-0.353072982,0.927550291, 
ENSG00000152133,GPATCH11,-0.184689954,0.856125253, 
ENSG00000152137,HSPB8,-0.284978622,0.925832419, 
ENSG00000152147,GEMIN6,-1.898183863,0.440456769, 
ENSG00000152154,TMEM178A,-1.082183618,0.814918912, 
ENSG00000152207,CYSLTR2,-0.694698158,0.856125253, 
ENSG00000152208,GRID2,-0.470475415,0.822316157, 
ENSG00000152213,ARL11,-1.822077769,0.265755939, 
ENSG00000152214,RIT2,-0.986177794,0.664663666, 
ENSG00000152217,SETBP1,0.162694496,0.97381847, 
ENSG00000152219,ARL14EP,0.061592252,1, 
ENSG00000152223,EPG5 ENSG00000152223,-0.31563087,0.880075147, 
ENSG00000152229,PSTPIP2 ENSG00000152229,0.427845063,0.735548706, 
ENSG00000152240,HAUS1,-0.032462396,1, 
ENSG00000152242,C18orf25,-0.253097339,0.917411976, 
ENSG00000152256,PDK1,0.399142121,0.667554403, 
ENSG00000152266,PTH,0,1, 
ENSG00000152270,PDE3B,0.036395723,1, 
ENSG00000152284,TCF7L1,-0.242797244,0.987711983, 
ENSG00000152291,TGOLN2,0.188677093,0.858845812, 
ENSG00000152292,SH2D6,-2.327210996,0.302652049, 
ENSG00000152315,KCNK13,-3.150115678,0.098155772, 
ENSG00000152332,UHMK1,-0.353412025,0.606973111, 
ENSG00000152348,ATG10,-0.854918077,0.76509568, 
ENSG00000152359,POC5,-0.504458564,0.930729371, 
ENSG00000152377,SPOCK1,-2.144752208,0.313317282, 
ENSG00000152380,FAM151B,0.619116331,0.900480647, 
ENSG00000152382,TADA1,0.946648668,0.757304723, 
ENSG00000152402,GUCY1A2,-0.111584773,1, 
ENSG00000152404,CWF19L2,0.160537607,0.947838622, 
ENSG00000152409,JMY,-0.694479777,0.294003528, 
ENSG00000152413,HOMER1,0.692340531,0.724488582, 
ENSG00000152422,XRCC4,-0.327865128,0.968270412, 
ENSG00000152430,BOLL,-1.054928759,0.601236846, 
ENSG00000152433,ZNF547,0.385509336,0.856201141, 
ENSG00000152439,ZNF773,-0.220480627,1, 
ENSG00000152443,ZNF776,-0.711867376,0.68906542, 
ENSG00000152454,ZNF256,0.607711564,0.792671691, 
ENSG00000152455,SUV39H2,0.293536278,0.997995331, 
ENSG00000152457,DCLRE1C,-0.394603011,0.730831541, 
ENSG00000152464,RPP38,0.279676198,0.942368317, 
ENSG00000152465,NMT2,-0.787266413,0.79989762, 
ENSG00000152467,ZSCAN1,-1.447180578,0.519178433, 
ENSG00000152475,ZNF837,-3.395235564,0.031667708, 
ENSG00000152484,USP12,-0.140697486,0.929729918, 
ENSG00000152492,CCDC50,-0.159882619,0.92030005, 
ENSG00000152495,CAMK4,-0.17155931,0.905600673, 
ENSG00000152503,TRIM36,-2.301124519,0.45776665, 
ENSG00000152518,ZFP36L2,-0.545365235,0.767111515, 
ENSG00000152520,PAN3 ENSG00000152520,0.148176103,0.904257429, 
ENSG00000152527,PLEKHH2,-1.511635844,0.677698468, 
ENSG00000152556,PFKM,-0.051939471,1, 
ENSG00000152558,TMEM123,0.156686442,0.883913535, 
ENSG00000152578,GRIA4,-2.254100767,0.049104811, 
ENSG00000152580,IGSF10,-2.758270838,0.133842801, 
ENSG00000152582,SPEF2,-1.436600319,0.650530036, 
ENSG00000152583,SPARCL1,0.076106518,1, 
ENSG00000152591,DSPP,0,1, 
ENSG00000152595,MEPE,-0.098720565,1, 
ENSG00000152601,MBNL1,0.393540713,0.616439291, 
ENSG00000152611,CAPSL,0.32433862,0.688813432, 
ENSG00000152620,NADK2,-0.288837684,0.889421643, 
ENSG00000152642,GPD1L ENSG00000152642,-0.533731698,0.695313063, 
ENSG00000152661,GJA1,0.019655348,1, 
ENSG00000152669,CCNO,-2.571009973,0.240680286, 
ENSG00000152672,CLEC4F,-1.69915266,0.323644178, 
ENSG00000152683,SLC30A6,1.169823317,0.432289281, 
ENSG00000152684,PELO,0.44689176,0.900661974, 
ENSG00000152689,RASGRP3,-0.42178583,0.750719986, 
ENSG00000152700,SAR1B,-0.531422938,0.705921782, 
ENSG00000152705,CATSPER3,0,1, 
ENSG00000152749,GPR180,-0.779508565,0.883925004, 
ENSG00000152766,ANKRD22,0.783685943,0.687914584, 
ENSG00000152767,FARP1,-0.347644444,0.975031683, 
ENSG00000152778,IFIT5,-0.439817298,0.805247766, 
ENSG00000152779,SLC16A12,-0.518605385,0.841947138, 
ENSG00000152782,PANK1,-0.892830457,0.699136727, 
ENSG00000152784,PRDM8,-1.16316251,0.504620181, 
ENSG00000152785,BMP3,-1.321553034,0.606973111, 
ENSG00000152795,HNRNPDL,-0.04199345,1, 
ENSG00000152804,HHEX,-0.321319477,0.817052459, 
ENSG00000152818,UTRN,0.029096204,1, 
ENSG00000152822,GRM1,-3.677205976,0.032395025, 
ENSG00000152904,GGPS1,-0.323128071,0.878671205, 
ENSG00000152910,CNTNAP4,-1.223622303,0.565238136, 
ENSG00000152926,ZNF117,0.714356553,0.820774878, 
ENSG00000152931,PART1 ENSG00000152931,-1.103091736,0.693424354, 
ENSG00000152932,RAB3C,-0.428322669,0.966923423, 
ENSG00000152944,MED21,-0.546900655,0.684851187, 
ENSG00000152952,PLOD2,0.860546754,0.814895825, 
ENSG00000152953,STK32B,-1.665123344,0.573055025, 
ENSG00000152954,NRSN1,-2.595245409,0.217968208, 
ENSG00000152969,JAKMIP1,-0.759142411,0.521414075, 
ENSG00000152977,ZIC1,-3.0039882,0.151522341, 
ENSG00000153002,CPB1,0.055598105,1, 
ENSG00000153006,SREK1IP1,0.05545398,1, 
ENSG00000153012,LGI2,-1.253873385,0.655774753, 
ENSG00000153015,CWC27,-0.016811072,1, 
ENSG00000153029,MR1,-0.723365608,0.648045884, 
ENSG00000153037,SRP19,1.533135483,0.442495579, 
ENSG00000153044,CENPH,0.067970811,1, 
ENSG00000153046,CDYL,0.469748201,0.513652947, 
ENSG00000153048,CARHSP1,-0.545729058,0.829547337, 
ENSG00000153060,TEKT5,-2.576248513,0.018724216, 
ENSG00000153064,BANK1,0.101840175,0.968270412, 
ENSG00000153066,TXNDC11,-0.226393647,0.997533548, 
ENSG00000153071,DAB2,0.602291523,0.605254264, 
ENSG00000153093,ACOXL,-2.604659642,0.151447364, 
ENSG00000153094,BCL2L11,-0.189724154,0.923726799, 
ENSG00000153107,ANAPC1,0.179613476,0.957099368, 
ENSG00000153113,CAST,0.118708496,0.943765409, 
ENSG00000153130,SCOC,-0.381292524,0.601275437, 
ENSG00000153132,CLGN,-2.024908334,0.18209084, 
ENSG00000153140,CETN3 ENSG00000153140,-0.160373192,0.993841793, 
ENSG00000153147,SMARCA5,0.297646695,0.730831541, 
ENSG00000153157,SYCP2L,0.693163259,0.532880048, 
ENSG00000153162,BMP6,0.348434616,0.934881649, 
ENSG00000153165,RGPD3,-0.380746021,0.974982051, 
ENSG00000153179,RASSF3,0.208630738,0.863341744, 
ENSG00000153187,HNRNPU,-0.438314205,0.586816199, 
ENSG00000153201,RANBP2,0.029674341,1, 
ENSG00000153207,AHCTF1,-0.308965298,0.823392183, 
ENSG00000153208,MERTK,-0.482085548,0.887096924, 
ENSG00000153214,TMEM87B,0.192800147,0.966923423, 
ENSG00000153233,PTPRR,-2.025318363,0.287085967, 
ENSG00000153234,NR4A2,-0.884347178,0.751053622, 
ENSG00000153237,CCDC148,0.564371449,0.848558694, 
ENSG00000153246,PLA2R1,-1.533588859,0.532712029, 
ENSG00000153250,RBMS1,0.056239712,1, 
ENSG00000153253,SCN3A,-0.176614733,1, 
ENSG00000153266,FEZF2,-0.599209221,0.502329306, 
ENSG00000153283,CD96,-0.338776273,0.705951711, 
ENSG00000153291,SLC25A27,-0.943953336,0.768185457, 
ENSG00000153303,FRMD1,-1.116942383,0.768185457, 
ENSG00000153317,ASAP1,0.306071556,0.732445156, 
ENSG00000153339,TRAPPC8,-0.155516441,0.968270412, 
ENSG00000153347,FAM81B,0.880418521,0.682452737, 
ENSG00000153363,LINC00467,0.744255758,0.822797854, 
ENSG00000153391,INO80C,-0.142405189,1, 
ENSG00000153404,PLEKHG4B,-2.378468696,0.024803858, 
ENSG00000153443,UBALD1,-0.625346277,0.772965978, 
ENSG00000153487,ING1,-0.462825723,0.736561525, 
ENSG00000153495,TEX29,1.340281248,0.747395418, 
ENSG00000153531,ADPRHL1,-0.949368228,0.870178808, 
ENSG00000153551,CMTM7,0.167404095,0.981679964, 
ENSG00000153558,FBXL2,-0.393893657,0.828178269, 
ENSG00000153560,UBP1,-0.049829847,1, 
ENSG00000153561,RMND5A ENSG00000153561,0.006354682,1, 
ENSG00000153563,CD8A ENSG00000153563,-1.338102748,0.108323287, 
ENSG00000153574,RPIA,-0.764327498,0.630154461, 
ENSG00000153714,LURAP1L,0.867738634,0.760591312, 
ENSG00000153721,CNKSR3,-1.037061466,0.229443569, 
ENSG00000153767,GTF2E1,0.237437506,0.966806132, 
ENSG00000153774,CFDP1,-0.018405612,1, 
ENSG00000153779,TGIF2LX,0,1, 
ENSG00000153786,ZDHHC7,-0.449184935,0.776567068, 
ENSG00000153790,C7orf31,-0.455087188,0.880075147, 
ENSG00000153814,JAZF1,-0.124390656,0.959374642, 
ENSG00000153815,CMIP,-0.010922282,1, 
ENSG00000153820,SPHKAP,-1.753516571,0.096435822, 
ENSG00000153822,KCNJ16,0.300408465,0.981468455, 
ENSG00000153823,PID1,-0.54950351,0.774581208, 
ENSG00000153827,TRIP12,-0.114012987,0.922755736, 
ENSG00000153832,FBXO36,-1.13216663,0.718760015, 
ENSG00000153879,CEBPG,0.241850405,0.949492965, 
ENSG00000153885,KCTD15 ENSG00000153885,-0.265012172,0.893967904, 
ENSG00000153896,ZNF599,-0.806262713,0.845987177, 
ENSG00000153898,MCOLN2,1.039185736,0.730833664, 
ENSG00000153902,LGI4,-3.280260109,0.047123475, 
ENSG00000153904,DDAH1,0.737475553,0.794030708, 
ENSG00000153914,SREK1,0.456268797,0.778951949, 
ENSG00000153922,CHD1,-0.114415657,0.981434117, 
ENSG00000153930,ANKFN1,-2.327260834,0.026966301, 
ENSG00000153933,DGKE,0.261701013,0.883598002, 
ENSG00000153936,HS2ST1,-0.434212988,0.957099368, 
ENSG00000153944,MSI2,-0.322505673,0.694656526, 
ENSG00000153956,CACNA2D1,-2.351515868,0.032238417, 
ENSG00000153976,HS3ST3A1,-1.749201318,0.399288265, 
ENSG00000153982,GDPD1,-1.57059446,0.401559022, 
ENSG00000153989,NUS1,-0.01806296,1, 
ENSG00000153993,SEMA3D,-0.98192622,0.637245451, 
ENSG00000154001,PPP2R5E,-0.075986454,1, 
ENSG00000154016,GRAP,-0.833213354,0.777989498, 
ENSG00000154025,SLC5A10 ENSG00000154025,-2.779368942,0.144959137, 
ENSG00000154027,AK5,1.783642249,0.305754897, 
ENSG00000154040,CABYR,-0.690643484,0.72090529, 
ENSG00000154059,IMPACT,-0.644592252,0.613002916, 
ENSG00000154065,ANKRD29,-0.368834542,0.96887322, 
ENSG00000154096,THY1,0.496981792,0.768687953, 
ENSG00000154099,DNAAF1,-1.191492434,0.45976297, 
ENSG00000154102,C16orf74,-1.161106886,0.645701809, 
ENSG00000154114,TBCEL,-0.278976719,0.767428143, 
ENSG00000154118,JPH3,-3.21633345,0.071036233, 
ENSG00000154122,ANKH,-0.803827842,0.288853947, 
ENSG00000154127,UBASH3B,0.179984163,0.900394528, 
ENSG00000154133,ROBO4,-1.546961225,0.448191549, 
ENSG00000154134,ROBO3,-2.062753064,0.44966605, 
ENSG00000154143,PANX3,-1.235076723,0.675765562, 
ENSG00000154144,TBRG1,-0.147445661,0.98060542, 
ENSG00000154146,NRGN,0.525899446,0.721669662, 
ENSG00000154162,CDH12,-0.329309056,0.935357796, 
ENSG00000154175,ABI3BP,-0.57750937,0.910250423, 
ENSG00000154188,ANGPT1,0.737493125,0.933046867, 
ENSG00000154198,CYP4Z2P,0,1, 
